AERONET Data Download (Version 3 Direct Sun)
AERONET Version 3
Version 3: AOD Level 2.0
The following data are automatically cloud cleared and quality assured with pre-field and post-field calibration applied.
Contact: PI=Pawan Gupta and Elena Lind; PI Email=Pawan.Gupta@nasa.gov and Elena.Lind@nasa.gov
AERONET_Site,Date(dd:mm:yyyy),Time(hh:mm:ss),Day_of_Year,AOD_1640nm,AOD_1020nm,AOD_870nm,AOD_865nm,AOD_779nm,AOD_675nm,AOD_667nm,AOD_620nm,AOD_560nm,AOD_555nm,AOD_551nm,AOD_532nm,AOD_531nm,AOD_510nm,AOD_500nm,AOD_490nm,AOD_443nm,AOD_440nm,AOD_412nm,AOD_400nm,AOD_380nm,AOD_340nm,Precipitable_Water(cm),AOD_681nm,AOD_709nm,AOD_Empty,AOD_Empty,AOD_Empty,AOD_Empty,AOD_Empty,440-870_Angstrom_Exponent,380-500_Angstrom_Exponent,440-675_Angstrom_Exponent,500-870_Angstrom_Exponent,340-440_Angstrom_Exponent,440-675_Angstrom_Exponent[Polar],N[AOD_1640nm],N[AOD_1020nm],N[AOD_870nm],N[AOD_865nm],N[AOD_779nm],N[AOD_675nm],N[AOD_667nm],N[AOD_620nm],N[AOD_560nm],N[AOD_555nm],N[AOD_551nm],N[AOD_532nm],N[AOD_531nm],N[AOD_510nm],N[AOD_500nm],N[AOD_490nm],N[AOD_443nm],N[AOD_440nm],N[AOD_412nm],N[AOD_400nm],N[AOD_380nm],N[AOD_340nm],N[Precipitable_Water(cm)],N[AOD_681nm],N[AOD_709nm],N[AOD_Empty],N[AOD_Empty],N[AOD_Empty],N[AOD_Empty],N[AOD_Empty],N[440-870_Angstrom_Exponent],N[380-500_Angstrom_Exponent],N[440-675_Angstrom_Exponent],N[500-870_Angstrom_Exponent],N[340-440_Angstrom_Exponent],N[440-675_Angstrom_Exponent[Polar]],Data_Quality_Level,AERONET_Instrument_Number,AERONET_Site_Name,Site_Latitude(Degrees),Site_Longitude(Degrees),Site_Elevation(m)
Beijing-CAMS,24:02:2023,12:00:00,55,0.035598,0.051702,0.060060,-999.,-999.,0.080770,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.118474,-999.,-999.,0.139334,-999.,-999.,0.166122,0.188341,0.331119,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.239661,1.227117,1.277588,1.228046,1.162916,-999.,88,88,88,0,0,88,0,0,0,0,0,0,0,0,88,0,0,88,0,0,88,88,88,0,0,0,0,0,0,0,88,88,88,88,88,0,lev20,1043,Beijing-CAMS,39.933330,116.316670,106.000000
Beijing-CAMS,25:02:2023,12:00:00,56,0.038631,0.056493,0.064111,-999.,-999.,0.081267,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.114191,-999.,-999.,0.133675,-999.,-999.,0.158896,0.180255,0.210613,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.121453,1.182121,1.181038,1.095977,1.140986,-999.,150,150,150,0,0,150,0,0,0,0,0,0,0,0,150,0,0,150,0,0,150,150,150,0,0,0,0,0,0,0,150,150,150,150,150,0,lev20,1043,Beijing-CAMS,39.933330,116.316670,106.000000
Beijing-CAMS,26:02:2023,12:00:00,57,0.116954,0.259956,0.339605,-999.,-999.,0.508917,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.748678,-999.,-999.,0.844758,-999.,-999.,0.919656,0.929641,0.491162,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.458257,1.058611,1.374210,1.505949,0.840703,-999.,118,118,118,0,0,118,0,0,0,0,0,0,0,0,116,0,0,114,0,0,110,104,118,0,0,0,0,0,0,0,118,114,116,118,110,0,lev20,1043,Beijing-CAMS,39.933330,116.316670,106.000000
Beijing-CAMS,27:02:2023,12:00:00,58,0.272068,0.653858,0.855470,-999.,-999.,1.257395,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.779999,-999.,-999.,1.987179,-999.,-999.,2.169276,2.228441,0.862663,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.335384,0.739040,1.112956,1.389112,0.488966,-999.,34,34,34,0,0,31,0,0,0,0,0,0,0,0,22,0,0,20,0,0,14,10,31,0,0,0,0,0,0,0,31,20,22,31,14,0,lev20,1043,Beijing-CAMS,39.933330,116.316670,106.000000
Beijing-CAMS,28:02:2023,12:00:00,59,0.094722,0.125738,0.136217,-999.,-999.,0.161268,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.204292,-999.,-999.,0.229355,-999.,-999.,0.252641,0.272924,0.654038,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.765520,0.778100,0.819177,0.733539,0.669477,-999.,91,91,91,0,0,91,0,0,0,0,0,0,0,0,91,0,0,91,0,0,91,91,91,0,0,0,0,0,0,0,91,91,91,91,91,0,lev20,543,Beijing-CAMS,39.933330,116.316670,106.000000
Beijing-CAMS,01:03:2023,12:00:00,60,0.064195,0.086792,0.093632,-999.,-999.,0.104636,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.126610,-999.,-999.,0.137696,-999.,-999.,0.143033,0.152757,0.290665,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.569484,0.438384,0.639361,0.543692,0.388874,-999.,129,129,129,0,0,129,0,0,0,0,0,0,0,0,129,0,0,129,0,0,129,129,129,0,0,0,0,0,0,0,129,129,129,129,129,0,lev20,543,Beijing-CAMS,39.933330,116.316670,106.000000
Beijing-CAMS,02:03:2023,12:00:00,61,0.094689,0.129359,0.140777,-999.,-999.,0.166880,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.214134,-999.,-999.,0.244404,-999.,-999.,0.274642,0.299229,0.394324,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.788780,0.878683,0.866216,0.740931,0.767548,-999.,158,158,158,0,0,158,0,0,0,0,0,0,0,0,158,0,0,158,0,0,158,156,158,0,0,0,0,0,0,0,158,158,158,158,158,0,lev20,543,Beijing-CAMS,39.933330,116.316670,106.000000
Beijing-CAMS,03:03:2023,12:00:00,62,0.110081,0.148212,0.160316,-999.,-999.,0.197240,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.250846,-999.,-999.,0.288715,-999.,-999.,0.329219,0.357715,0.356057,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.820706,0.952337,0.842572,0.781409,0.804334,-999.,145,145,145,0,0,145,0,0,0,0,0,0,0,0,145,0,0,145,0,0,145,142,145,0,0,0,0,0,0,0,145,145,145,145,145,0,lev20,543,Beijing-CAMS,39.933330,116.316670,106.000000
Beijing-CAMS,04:03:2023,12:00:00,63,0.165343,0.280470,0.339291,-999.,-999.,0.478405,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.701859,-999.,-999.,0.808627,-999.,-999.,0.907509,0.965923,0.552425,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.280401,0.977668,1.246378,1.299524,0.730639,-999.,90,90,90,0,0,90,0,0,0,0,0,0,0,0,90,0,0,88,0,0,87,82,90,0,0,0,0,0,0,0,90,88,90,90,87,0,lev20,543,Beijing-CAMS,39.933330,116.316670,106.000000
Beijing-CAMS,05:03:2023,12:00:00,64,0.281006,0.547340,0.677932,-999.,-999.,0.948582,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.336755,-999.,-999.,1.502571,-999.,-999.,1.633753,1.722209,0.590170,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.168737,0.727834,1.083361,1.214287,0.510708,-999.,139,139,139,0,0,139,0,0,0,0,0,0,0,0,137,0,0,132,0,0,130,122,139,0,0,0,0,0,0,0,139,132,137,139,130,0,lev20,543,Beijing-CAMS,39.933330,116.316670,106.000000
Beijing-CAMS,06:03:2023,12:00:00,65,0.142215,0.237974,0.278483,-999.,-999.,0.369984,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.474251,-999.,-999.,0.520076,-999.,-999.,0.556423,0.575651,0.450918,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.915153,0.587306,0.803917,0.959172,0.406212,-999.,90,90,90,0,0,90,0,0,0,0,0,0,0,0,90,0,0,90,0,0,90,87,90,0,0,0,0,0,0,0,90,90,90,90,90,0,lev20,543,Beijing-CAMS,39.933330,116.316670,106.000000
Beijing-CAMS,07:03:2023,12:00:00,66,0.249561,0.479767,0.590601,-999.,-999.,0.818723,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.104387,-999.,-999.,1.216811,-999.,-999.,1.295828,1.343612,0.606464,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.058107,0.580831,0.937818,1.119349,0.361166,-999.,136,138,138,0,0,138,0,0,0,0,0,0,0,0,138,0,0,136,0,0,131,123,138,0,0,0,0,0,0,0,138,136,138,138,131,0,lev20,543,Beijing-CAMS,39.933330,116.316670,106.000000
Beijing-CAMS,08:03:2023,12:00:00,67,0.185455,0.259103,0.287905,-999.,-999.,0.352435,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.431213,-999.,-999.,0.467246,-999.,-999.,0.496275,0.511417,0.725956,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.616190,0.512021,0.586065,0.619906,0.390403,-999.,108,108,108,0,0,108,0,0,0,0,0,0,0,0,108,0,0,108,0,0,108,107,108,0,0,0,0,0,0,0,108,108,108,108,108,0,lev20,543,Beijing-CAMS,39.933330,116.316670,106.000000
Beijing-CAMS,09:03:2023,12:00:00,68,0.251536,0.317413,0.339412,-999.,-999.,0.392610,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.479897,-999.,-999.,0.534167,-999.,-999.,0.587903,0.622120,0.717096,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.653632,0.734105,0.703613,0.618222,0.619926,-999.,45,45,45,0,0,45,0,0,0,0,0,0,0,0,45,0,0,45,0,0,45,42,45,0,0,0,0,0,0,0,45,45,45,45,45,0,lev20,543,Beijing-CAMS,39.933330,116.316670,106.000000
Beijing-CAMS,10:03:2023,12:00:00,69,0.263966,0.351800,0.380731,-999.,-999.,0.452804,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.546269,-999.,-999.,0.599937,-999.,-999.,0.649362,0.680341,0.453473,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.671342,0.636823,0.664692,0.661110,0.490593,-999.,69,69,69,0,0,69,0,0,0,0,0,0,0,0,69,0,0,69,0,0,69,69,69,0,0,0,0,0,0,0,69,69,69,69,69,0,lev20,543,Beijing-CAMS,39.933330,116.316670,106.000000
Beijing-CAMS,12:03:2023,12:00:00,71,0.050546,0.065586,0.071031,-999.,-999.,0.081276,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.107964,-999.,-999.,0.120073,-999.,-999.,0.123805,0.134798,0.318289,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.793897,0.492130,0.926727,0.762926,0.436449,-999.,69,69,69,0,0,69,0,0,0,0,0,0,0,0,69,0,0,69,0,0,69,69,69,0,0,0,0,0,0,0,69,69,69,69,69,0,lev20,543,Beijing-CAMS,39.933330,116.316670,106.000000
Beijing-CAMS,14:03:2023,12:00:00,73,0.316310,0.370703,0.386007,-999.,-999.,0.431443,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.509861,-999.,-999.,0.565488,-999.,-999.,0.625876,0.671615,0.761877,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.540828,0.724240,0.604234,0.493501,0.636953,-999.,82,82,82,0,0,82,0,0,0,0,0,0,0,0,82,0,0,82,0,0,82,80,82,0,0,0,0,0,0,0,82,82,82,82,82,0,lev20,543,Beijing-CAMS,39.933330,116.316670,106.000000
Beijing-CAMS,15:03:2023,12:00:00,74,0.094790,0.107703,0.110341,-999.,-999.,0.113112,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.125121,-999.,-999.,0.130139,-999.,-999.,0.124088,0.125968,0.226523,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.271058,-0.049974,0.355162,0.247755,-0.157937,-999.,81,81,81,0,0,81,0,0,0,0,0,0,0,0,81,0,0,81,0,0,81,81,81,0,0,0,0,0,0,0,81,81,81,81,81,0,lev20,543,Beijing-CAMS,39.933330,116.316670,106.000000
Beijing-CAMS,17:03:2023,12:00:00,76,0.311076,0.498605,0.599377,-999.,-999.,0.831243,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.225717,-999.,-999.,1.419043,-999.,-999.,1.600089,1.756170,1.011753,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.273978,1.018863,1.269377,1.283033,0.828199,-999.,17,17,17,0,0,17,0,0,0,0,0,0,0,0,17,0,0,16,0,0,15,14,17,0,0,0,0,0,0,0,17,16,17,17,15,0,lev20,543,Beijing-CAMS,39.933330,116.316670,106.000000
Beijing-CAMS,18:03:2023,12:00:00,77,0.020690,0.031562,0.033741,-999.,-999.,0.046296,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.056193,-999.,-999.,0.064786,-999.,-999.,0.069060,0.071557,0.233889,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.916844,0.721669,0.749972,0.917739,0.335821,-999.,150,150,150,0,0,150,0,0,0,0,0,0,0,0,150,0,0,150,0,0,150,150,150,0,0,0,0,0,0,0,150,150,150,150,150,0,lev20,543,Beijing-CAMS,39.933330,116.316670,106.000000
Beijing-CAMS,19:03:2023,12:00:00,78,0.266944,0.435629,0.514415,-999.,-999.,0.685072,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.918974,-999.,-999.,1.024718,-999.,-999.,1.109919,1.163073,0.924801,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.021746,0.734088,0.973925,1.047710,0.553491,-999.,69,69,69,0,0,69,0,0,0,0,0,0,0,0,68,0,0,68,0,0,67,66,69,0,0,0,0,0,0,0,69,68,68,69,67,0,lev20,543,Beijing-CAMS,39.933330,116.316670,106.000000
Beijing-CAMS,20:03:2023,12:00:00,79,0.322167,0.711351,0.901143,-999.,-999.,1.285701,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.764787,-999.,-999.,1.936317,-999.,-999.,2.056358,2.142997,1.275927,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.138501,0.557604,0.983337,1.213561,0.352511,-999.,90,90,90,0,0,90,0,0,0,0,0,0,0,0,87,0,0,85,0,0,83,77,90,0,0,0,0,0,0,0,90,85,87,90,83,0,lev20,543,Beijing-CAMS,39.933330,116.316670,106.000000
Beijing-CAMS,21:03:2023,12:00:00,80,0.472351,1.018435,1.268177,-999.,-999.,1.726268,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,2.223099,-999.,-999.,2.364940,-999.,-999.,2.439682,2.496296,1.599062,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.919050,0.341255,0.759358,1.005904,0.211510,-999.,4,4,4,0,0,4,0,0,0,0,0,0,0,0,4,0,0,4,0,0,4,4,4,0,0,0,0,0,0,0,4,4,4,4,4,0,lev20,543,Beijing-CAMS,39.933330,116.316670,106.000000
Beijing-CAMS,24:03:2023,12:00:00,83,0.491408,0.580417,0.594757,-999.,-999.,0.609370,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.633967,-999.,-999.,0.648904,-999.,-999.,0.654128,0.678843,0.386665,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.126067,0.110728,0.143775,0.114721,0.083813,-999.,30,30,30,0,0,30,0,0,0,0,0,0,0,0,30,0,0,30,0,0,30,26,30,0,0,0,0,0,0,0,30,30,30,30,30,0,lev20,543,Beijing-CAMS,39.933330,116.316670,106.000000
Beijing-CAMS,25:03:2023,12:00:00,84,0.089615,0.121607,0.131628,-999.,-999.,0.161687,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.203110,-999.,-999.,0.227442,-999.,-999.,0.248420,0.265199,0.381756,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.799892,0.732671,0.796268,0.785035,0.584377,-999.,130,130,129,0,0,130,0,0,0,0,0,0,0,0,130,0,0,130,0,0,130,130,130,0,0,0,0,0,0,0,130,130,130,130,130,0,lev20,543,Beijing-CAMS,39.933330,116.316670,106.000000
Beijing-CAMS,26:03:2023,12:00:00,85,0.129748,0.170585,0.186271,-999.,-999.,0.229174,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.302937,-999.,-999.,0.347442,-999.,-999.,0.393557,0.423663,0.485795,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.907376,0.935604,0.957099,0.874717,0.815094,-999.,136,136,136,0,0,136,0,0,0,0,0,0,0,0,136,0,0,136,0,0,136,132,136,0,0,0,0,0,0,0,136,136,136,136,136,0,lev20,543,Beijing-CAMS,39.933330,116.316670,106.000000
Beijing-CAMS,27:03:2023,12:00:00,86,0.053824,0.067017,0.068532,-999.,-999.,0.083669,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.088626,-999.,-999.,0.095335,-999.,-999.,0.097515,0.099051,0.385757,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.444491,0.340687,0.287830,0.453955,0.140585,-999.,160,160,160,0,0,160,0,0,0,0,0,0,0,0,160,0,0,160,0,0,160,160,160,0,0,0,0,0,0,0,160,160,160,160,160,0,lev20,543,Beijing-CAMS,39.933330,116.316670,106.000000
Beijing-CAMS,28:03:2023,12:00:00,87,0.222857,0.334869,0.391330,-999.,-999.,0.534711,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.766013,-999.,-999.,0.887843,-999.,-999.,1.010215,1.092415,0.941615,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.198508,1.007220,1.188482,1.203079,0.781195,-999.,128,128,128,0,0,128,0,0,0,0,0,0,0,0,128,0,0,126,0,0,124,121,128,0,0,0,0,0,0,0,128,127,128,128,123,0,lev20,543,Beijing-CAMS,39.933330,116.316670,106.000000
Beijing-CAMS,29:03:2023,12:00:00,88,0.147126,0.242335,0.291687,-999.,-999.,0.414246,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.580615,-999.,-999.,0.657287,-999.,-999.,0.714343,0.742449,0.717847,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.184910,0.779536,1.085794,1.229329,0.514861,-999.,117,117,117,0,0,117,0,0,0,0,0,0,0,0,117,0,0,117,0,0,115,106,117,0,0,0,0,0,0,0,117,117,117,117,115,0,lev20,543,Beijing-CAMS,39.933330,116.316670,106.000000
Beijing-CAMS,30:03:2023,12:00:00,89,0.233969,0.375359,0.446156,-999.,-999.,0.612173,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.827480,-999.,-999.,0.920006,-999.,-999.,0.992679,1.035262,0.928917,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.060181,0.682359,0.963514,1.105662,0.472414,-999.,125,125,125,0,0,125,0,0,0,0,0,0,0,0,125,0,0,123,0,0,118,108,125,0,0,0,0,0,0,0,125,123,125,125,118,0,lev20,543,Beijing-CAMS,39.933330,116.316670,106.000000
Beijing-CAMS,31:03:2023,12:00:00,90,0.151977,0.249902,0.297680,-999.,-999.,0.408301,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.565904,-999.,-999.,0.642046,-999.,-999.,0.707507,0.758039,0.815179,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.123393,0.810640,1.062625,1.150721,0.594706,-999.,58,58,58,0,0,58,0,0,0,0,0,0,0,0,58,0,0,58,0,0,58,53,58,0,0,0,0,0,0,0,58,58,58,58,58,0,lev20,543,Beijing-CAMS,39.933330,116.316670,106.000000
Beijing-CAMS,01:04:2023,12:00:00,91,0.243230,0.480098,0.602770,-999.,-999.,0.875765,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.258108,-999.,-999.,1.425925,-999.,-999.,1.578200,1.678919,1.577497,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.280647,0.831320,1.166191,1.334814,0.629453,-999.,40,40,40,0,0,40,0,0,0,0,0,0,0,0,38,0,0,38,0,0,37,37,39,0,0,0,0,0,0,0,40,38,38,40,37,0,lev20,543,Beijing-CAMS,39.933330,116.316670,106.000000
Beijing-CAMS,07:04:2023,12:00:00,97,0.040927,0.051154,0.052338,-999.,-999.,0.062782,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.069723,-999.,-999.,0.075085,-999.,-999.,0.081869,0.084453,0.342798,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.511559,0.362761,0.406578,0.519661,-0.002853,-999.,143,143,143,0,0,143,0,0,0,0,0,0,0,0,143,0,0,143,0,0,78,73,143,0,0,0,0,0,0,0,143,143,143,143,78,0,lev20,543,Beijing-CAMS,39.933330,116.316670,106.000000
Beijing-CAMS,08:04:2023,12:00:00,98,0.067109,0.084845,0.088244,-999.,-999.,0.110486,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.128665,-999.,-999.,0.145300,-999.,-999.,0.159609,0.169940,0.405141,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.699420,0.783425,0.622657,0.676269,0.599424,-999.,144,144,144,0,0,144,0,0,0,0,0,0,0,0,144,0,0,144,0,0,144,144,144,0,0,0,0,0,0,0,144,144,144,144,144,0,lev20,543,Beijing-CAMS,39.933330,116.316670,106.000000
Beijing-CAMS,09:04:2023,12:00:00,99,0.367947,0.468898,0.498543,-999.,-999.,0.569442,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.677761,-999.,-999.,0.742473,-999.,-999.,0.803383,0.844238,0.986317,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.580507,0.634398,0.616216,0.553708,0.511130,-999.,70,70,70,0,0,70,0,0,0,0,0,0,0,0,70,0,0,70,0,0,68,66,70,0,0,0,0,0,0,0,70,70,70,70,68,0,lev20,543,Beijing-CAMS,39.933330,116.316670,106.000000
Beijing-CAMS,10:04:2023,12:00:00,100,1.081875,1.321669,1.376953,-999.,-999.,1.477816,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.576905,-999.,-999.,1.628660,-999.,-999.,1.657292,1.672102,0.864573,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.241545,0.189397,0.224820,0.242287,0.112175,-999.,54,54,54,0,0,54,0,0,0,0,0,0,0,0,54,0,0,54,0,0,53,52,54,0,0,0,0,0,0,0,54,54,54,54,53,0,lev20,543,Beijing-CAMS,39.933330,116.316670,106.000000
Beijing-CAMS,12:04:2023,12:00:00,102,0.554166,0.637447,0.647346,-999.,-999.,0.663690,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.673879,-999.,-999.,0.686250,-999.,-999.,0.685669,0.699595,0.474073,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.082906,0.065210,0.081469,0.073171,-0.012532,-999.,29,29,29,0,0,29,0,0,0,0,0,0,0,0,29,0,0,29,0,0,29,26,29,0,0,0,0,0,0,0,29,29,29,29,29,0,lev20,543,Beijing-CAMS,39.933330,116.316670,106.000000
Beijing-CAMS,15:04:2023,12:00:00,105,0.257053,0.296402,0.300773,-999.,-999.,0.320339,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.328664,-999.,-999.,0.336581,-999.,-999.,0.342648,0.348203,0.536592,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.185388,0.184054,0.137372,0.189335,0.179097,-999.,63,63,63,0,0,63,0,0,0,0,0,0,0,0,63,0,0,63,0,0,63,62,63,0,0,0,0,0,0,0,63,63,63,63,63,0,lev20,543,Beijing-CAMS,39.933330,116.316670,106.000000
Beijing-CAMS,16:04:2023,12:00:00,106,0.099180,0.120643,0.124818,-999.,-999.,0.147042,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.170973,-999.,-999.,0.191306,-999.,-999.,0.210934,0.212384,0.713596,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.640714,0.748554,0.598970,0.608322,0.563905,-999.,102,102,102,0,0,102,0,0,0,0,0,0,0,0,102,0,0,102,0,0,101,97,101,0,0,0,0,0,0,0,102,102,102,102,101,0,lev20,543,Beijing-CAMS,39.933330,116.316670,106.000000
Beijing-CAMS,17:04:2023,12:00:00,107,0.396416,0.494697,0.525377,-999.,-999.,0.616604,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.743923,-999.,-999.,0.824589,-999.,-999.,0.914092,0.981470,1.784587,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.651103,0.752997,0.669669,0.624546,0.671512,-999.,30,30,30,0,0,30,0,0,0,0,0,0,0,0,30,0,0,30,0,0,30,30,30,0,0,0,0,0,0,0,30,30,30,30,30,0,lev20,543,Beijing-CAMS,39.933330,116.316670,106.000000
Beijing-CAMS,18:04:2023,12:00:00,108,0.098858,0.125392,0.132118,-999.,-999.,0.165182,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.189527,-999.,-999.,0.212222,-999.,-999.,0.229349,0.239020,0.621144,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.628318,0.682440,0.499306,0.613183,0.454661,-999.,166,166,166,0,0,166,0,0,0,0,0,0,0,0,166,0,0,166,0,0,166,164,166,0,0,0,0,0,0,0,166,166,166,166,166,0,lev20,543,Beijing-CAMS,39.933330,116.316670,106.000000
Beijing-CAMS,19:04:2023,12:00:00,109,0.465797,0.549577,0.568971,-999.,-999.,0.629196,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.701262,-999.,-999.,0.751270,-999.,-999.,0.799647,0.839323,1.857214,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.399731,0.479322,0.406945,0.377852,0.410677,-999.,136,136,136,0,0,136,0,0,0,0,0,0,0,0,136,0,0,136,0,0,136,133,136,0,0,0,0,0,0,0,136,136,136,136,136,0,lev20,543,Beijing-CAMS,39.933330,116.316670,106.000000
Beijing-CAMS,22:04:2023,12:00:00,112,0.175558,0.267449,0.308809,-999.,-999.,0.397780,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.540589,-999.,-999.,0.612055,-999.,-999.,0.670747,0.662302,1.109633,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.003370,0.790058,1.010118,1.003864,0.581364,-999.,2,2,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,1,2,0,0,0,0,0,0,0,2,2,2,2,2,0,lev20,543,Beijing-CAMS,39.933330,116.316670,106.000000
Beijing-CAMS,24:04:2023,12:00:00,114,0.122672,0.174377,0.196339,-999.,-999.,0.247401,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.342324,-999.,-999.,0.398761,-999.,-999.,0.455273,0.498832,0.995092,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.036041,1.038835,1.107893,0.998730,0.855873,-999.,35,35,35,0,0,35,0,0,0,0,0,0,0,0,35,0,0,35,0,0,35,33,35,0,0,0,0,0,0,0,35,35,35,35,35,0,lev20,543,Beijing-CAMS,39.933330,116.316670,106.000000
Beijing-CAMS,25:04:2023,12:00:00,115,0.110919,0.145711,0.164928,-999.,-999.,0.212963,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.278983,-999.,-999.,0.313430,-999.,-999.,0.345660,0.386966,0.774204,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.745893,0.707273,0.710508,0.742830,0.607485,-999.,23,23,23,0,0,23,0,0,0,0,0,0,0,0,23,0,0,23,0,0,23,20,23,0,0,0,0,0,0,0,23,23,23,23,23,0,lev20,543,Beijing-CAMS,39.933330,116.316670,106.000000
