site_code,base_filter_id,source_parameter_codes,source_analysis_descriptions,source_method_codes,source_conditions,competing_values,source_row_links,source_definition_recovered,authoritative_value_selected,selected_ec_ugm3,value_adjudication
CHTS,CHTS-0845,[28203],"[""FTIR""]",[218],"[""Ambient local""]","[0.06, 0.65]","[{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_CHTS.csv"",""export_sha256"":""ec9a6c24308cb050a58472350a75689bc865751b1ac784a2f02e7bd56cedae61"",""export_source_row"":11739,""source_row"":14698},{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_CHTS.csv"",""export_sha256"":""ec9a6c24308cb050a58472350a75689bc865751b1ac784a2f02e7bd56cedae61"",""export_source_row"":11740,""source_row"":14699}]",True,False,,unresolved_upstream_competing_values
CHTS,CHTS-0846,[28203],"[""FTIR""]",[218],"[""Ambient local""]","[0.06, 0.17]","[{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_CHTS.csv"",""export_sha256"":""ec9a6c24308cb050a58472350a75689bc865751b1ac784a2f02e7bd56cedae61"",""export_source_row"":11785,""source_row"":14762},{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_CHTS.csv"",""export_sha256"":""ec9a6c24308cb050a58472350a75689bc865751b1ac784a2f02e7bd56cedae61"",""export_source_row"":11786,""source_row"":14763}]",True,False,,unresolved_upstream_competing_values
CHTS,CHTS-0847,[28203],"[""FTIR""]",[218],"[""Ambient local""]","[0.06, 1.93]","[{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_CHTS.csv"",""export_sha256"":""ec9a6c24308cb050a58472350a75689bc865751b1ac784a2f02e7bd56cedae61"",""export_source_row"":11831,""source_row"":14825},{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_CHTS.csv"",""export_sha256"":""ec9a6c24308cb050a58472350a75689bc865751b1ac784a2f02e7bd56cedae61"",""export_source_row"":11832,""source_row"":14826}]",True,False,,unresolved_upstream_competing_values
CHTS,CHTS-0849,[28203],"[""FTIR""]",[218],"[""Ambient local""]","[0.06, 2.37]","[{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_CHTS.csv"",""export_sha256"":""ec9a6c24308cb050a58472350a75689bc865751b1ac784a2f02e7bd56cedae61"",""export_source_row"":11877,""source_row"":14901},{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_CHTS.csv"",""export_sha256"":""ec9a6c24308cb050a58472350a75689bc865751b1ac784a2f02e7bd56cedae61"",""export_source_row"":11878,""source_row"":14902}]",True,False,,unresolved_upstream_competing_values
CHTS,CHTS-0850,[28203],"[""FTIR""]",[218],"[""Ambient local""]","[0.06, 2.19]","[{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_CHTS.csv"",""export_sha256"":""ec9a6c24308cb050a58472350a75689bc865751b1ac784a2f02e7bd56cedae61"",""export_source_row"":12256,""source_row"":14963},{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_CHTS.csv"",""export_sha256"":""ec9a6c24308cb050a58472350a75689bc865751b1ac784a2f02e7bd56cedae61"",""export_source_row"":12257,""source_row"":14964}]",True,False,,unresolved_upstream_competing_values
CHTS,CHTS-0851,[28203],"[""FTIR""]",[218],"[""Ambient local""]","[0.06, 1.16]","[{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_CHTS.csv"",""export_sha256"":""ec9a6c24308cb050a58472350a75689bc865751b1ac784a2f02e7bd56cedae61"",""export_source_row"":12304,""source_row"":15027},{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_CHTS.csv"",""export_sha256"":""ec9a6c24308cb050a58472350a75689bc865751b1ac784a2f02e7bd56cedae61"",""export_source_row"":12305,""source_row"":15028}]",True,False,,unresolved_upstream_competing_values
CHTS,CHTS-0852,[28203],"[""FTIR""]",[218],"[""Ambient local""]","[0.06, 1.36]","[{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_CHTS.csv"",""export_sha256"":""ec9a6c24308cb050a58472350a75689bc865751b1ac784a2f02e7bd56cedae61"",""export_source_row"":12351,""source_row"":15091},{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_CHTS.csv"",""export_sha256"":""ec9a6c24308cb050a58472350a75689bc865751b1ac784a2f02e7bd56cedae61"",""export_source_row"":12352,""source_row"":15092}]",True,False,,unresolved_upstream_competing_values
CHTS,CHTS-0853,[28203],"[""FTIR""]",[218],"[""Ambient local""]","[0.06, 1.8]","[{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_CHTS.csv"",""export_sha256"":""ec9a6c24308cb050a58472350a75689bc865751b1ac784a2f02e7bd56cedae61"",""export_source_row"":12398,""source_row"":15155},{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_CHTS.csv"",""export_sha256"":""ec9a6c24308cb050a58472350a75689bc865751b1ac784a2f02e7bd56cedae61"",""export_source_row"":12399,""source_row"":15156}]",True,False,,unresolved_upstream_competing_values
CHTS,CHTS-0854,[28203],"[""FTIR""]",[218],"[""Ambient local""]","[0.06, 1.36]","[{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_CHTS.csv"",""export_sha256"":""ec9a6c24308cb050a58472350a75689bc865751b1ac784a2f02e7bd56cedae61"",""export_source_row"":12444,""source_row"":15219},{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_CHTS.csv"",""export_sha256"":""ec9a6c24308cb050a58472350a75689bc865751b1ac784a2f02e7bd56cedae61"",""export_source_row"":12445,""source_row"":15220}]",True,False,,unresolved_upstream_competing_values
CHTS,CHTS-0855,[28203],"[""FTIR""]",[218],"[""Ambient local""]","[0.06, 3.39]","[{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_CHTS.csv"",""export_sha256"":""ec9a6c24308cb050a58472350a75689bc865751b1ac784a2f02e7bd56cedae61"",""export_source_row"":12490,""source_row"":15282},{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_CHTS.csv"",""export_sha256"":""ec9a6c24308cb050a58472350a75689bc865751b1ac784a2f02e7bd56cedae61"",""export_source_row"":12491,""source_row"":15283}]",True,False,,unresolved_upstream_competing_values
CHTS,CHTS-0857,[28203],"[""FTIR""]",[218],"[""Ambient local""]","[0.06, 0.75]","[{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_CHTS.csv"",""export_sha256"":""ec9a6c24308cb050a58472350a75689bc865751b1ac784a2f02e7bd56cedae61"",""export_source_row"":12537,""source_row"":15360},{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_CHTS.csv"",""export_sha256"":""ec9a6c24308cb050a58472350a75689bc865751b1ac784a2f02e7bd56cedae61"",""export_source_row"":12538,""source_row"":15361}]",True,False,,unresolved_upstream_competing_values
CHTS,CHTS-0858,[28203],"[""FTIR""]",[218],"[""Ambient local""]","[0.06, 1.8]","[{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_CHTS.csv"",""export_sha256"":""ec9a6c24308cb050a58472350a75689bc865751b1ac784a2f02e7bd56cedae61"",""export_source_row"":12583,""source_row"":15423},{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_CHTS.csv"",""export_sha256"":""ec9a6c24308cb050a58472350a75689bc865751b1ac784a2f02e7bd56cedae61"",""export_source_row"":12584,""source_row"":15424}]",True,False,,unresolved_upstream_competing_values
CHTS,CHTS-0859,[28203],"[""FTIR""]",[218],"[""Ambient local""]","[0.06, 0.63]","[{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_CHTS.csv"",""export_sha256"":""ec9a6c24308cb050a58472350a75689bc865751b1ac784a2f02e7bd56cedae61"",""export_source_row"":12629,""source_row"":15485},{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_CHTS.csv"",""export_sha256"":""ec9a6c24308cb050a58472350a75689bc865751b1ac784a2f02e7bd56cedae61"",""export_source_row"":12630,""source_row"":15486}]",True,False,,unresolved_upstream_competing_values
CHTS,CHTS-0860,[28203],"[""FTIR""]",[218],"[""Ambient local""]","[0.07, 1.48]","[{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_CHTS.csv"",""export_sha256"":""ec9a6c24308cb050a58472350a75689bc865751b1ac784a2f02e7bd56cedae61"",""export_source_row"":12675,""source_row"":15549},{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_CHTS.csv"",""export_sha256"":""ec9a6c24308cb050a58472350a75689bc865751b1ac784a2f02e7bd56cedae61"",""export_source_row"":12676,""source_row"":15550}]",True,False,,unresolved_upstream_competing_values
CHTS,CHTS-0861,[28203],"[""FTIR""]",[218],"[""Ambient local""]","[0.07, 3.35]","[{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_CHTS.csv"",""export_sha256"":""ec9a6c24308cb050a58472350a75689bc865751b1ac784a2f02e7bd56cedae61"",""export_source_row"":12720,""source_row"":15611},{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_CHTS.csv"",""export_sha256"":""ec9a6c24308cb050a58472350a75689bc865751b1ac784a2f02e7bd56cedae61"",""export_source_row"":12721,""source_row"":15612}]",True,False,,unresolved_upstream_competing_values
CHTS,CHTS-0862,[28203],"[""FTIR""]",[218],"[""Ambient local""]","[0.06, 1.32]","[{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_CHTS.csv"",""export_sha256"":""ec9a6c24308cb050a58472350a75689bc865751b1ac784a2f02e7bd56cedae61"",""export_source_row"":12765,""source_row"":15672},{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_CHTS.csv"",""export_sha256"":""ec9a6c24308cb050a58472350a75689bc865751b1ac784a2f02e7bd56cedae61"",""export_source_row"":12766,""source_row"":15673}]",True,False,,unresolved_upstream_competing_values
CHTS,CHTS-0863,[28203],"[""FTIR""]",[218],"[""Ambient local""]","[0.06, 1.27]","[{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_CHTS.csv"",""export_sha256"":""ec9a6c24308cb050a58472350a75689bc865751b1ac784a2f02e7bd56cedae61"",""export_source_row"":12808,""source_row"":15732},{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_CHTS.csv"",""export_sha256"":""ec9a6c24308cb050a58472350a75689bc865751b1ac784a2f02e7bd56cedae61"",""export_source_row"":12809,""source_row"":15733}]",True,False,,unresolved_upstream_competing_values
CHTS,CHTS-0865,[28203],"[""FTIR""]",[218],"[""Ambient local""]","[0.07, 1.15]","[{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_CHTS.csv"",""export_sha256"":""ec9a6c24308cb050a58472350a75689bc865751b1ac784a2f02e7bd56cedae61"",""export_source_row"":12852,""source_row"":15807},{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_CHTS.csv"",""export_sha256"":""ec9a6c24308cb050a58472350a75689bc865751b1ac784a2f02e7bd56cedae61"",""export_source_row"":12853,""source_row"":15808}]",True,False,,unresolved_upstream_competing_values
CHTS,CHTS-0866,[28203],"[""FTIR""]",[218],"[""Ambient local""]","[0.07, 1.93]","[{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_CHTS.csv"",""export_sha256"":""ec9a6c24308cb050a58472350a75689bc865751b1ac784a2f02e7bd56cedae61"",""export_source_row"":12897,""source_row"":15870},{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_CHTS.csv"",""export_sha256"":""ec9a6c24308cb050a58472350a75689bc865751b1ac784a2f02e7bd56cedae61"",""export_source_row"":12898,""source_row"":15871}]",True,False,,unresolved_upstream_competing_values
CHTS,CHTS-0867,[28203],"[""FTIR""]",[218],"[""Ambient local""]","[0.07, 2.75]","[{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_CHTS.csv"",""export_sha256"":""ec9a6c24308cb050a58472350a75689bc865751b1ac784a2f02e7bd56cedae61"",""export_source_row"":12944,""source_row"":15934},{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_CHTS.csv"",""export_sha256"":""ec9a6c24308cb050a58472350a75689bc865751b1ac784a2f02e7bd56cedae61"",""export_source_row"":12945,""source_row"":15935}]",True,False,,unresolved_upstream_competing_values
CHTS,CHTS-0868,[28203],"[""FTIR""]",[218],"[""Ambient local""]","[0.07, 1.52]","[{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_CHTS.csv"",""export_sha256"":""ec9a6c24308cb050a58472350a75689bc865751b1ac784a2f02e7bd56cedae61"",""export_source_row"":12991,""source_row"":15998},{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_CHTS.csv"",""export_sha256"":""ec9a6c24308cb050a58472350a75689bc865751b1ac784a2f02e7bd56cedae61"",""export_source_row"":12992,""source_row"":15999}]",True,False,,unresolved_upstream_competing_values
CHTS,CHTS-0869,[28203],"[""FTIR""]",[218],"[""Ambient local""]","[0.07, 1.26]","[{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_CHTS.csv"",""export_sha256"":""ec9a6c24308cb050a58472350a75689bc865751b1ac784a2f02e7bd56cedae61"",""export_source_row"":13038,""source_row"":16062},{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_CHTS.csv"",""export_sha256"":""ec9a6c24308cb050a58472350a75689bc865751b1ac784a2f02e7bd56cedae61"",""export_source_row"":13039,""source_row"":16063}]",True,False,,unresolved_upstream_competing_values
CHTS,CHTS-0870,[28203],"[""FTIR""]",[218],"[""Ambient local""]","[0.07, 1.5]","[{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_CHTS.csv"",""export_sha256"":""ec9a6c24308cb050a58472350a75689bc865751b1ac784a2f02e7bd56cedae61"",""export_source_row"":13085,""source_row"":16126},{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_CHTS.csv"",""export_sha256"":""ec9a6c24308cb050a58472350a75689bc865751b1ac784a2f02e7bd56cedae61"",""export_source_row"":13086,""source_row"":16127}]",True,False,,unresolved_upstream_competing_values
CHTS,CHTS-0871,[28203],"[""FTIR""]",[218],"[""Ambient local""]","[0.07, 0.97]","[{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_CHTS.csv"",""export_sha256"":""ec9a6c24308cb050a58472350a75689bc865751b1ac784a2f02e7bd56cedae61"",""export_source_row"":13131,""source_row"":16189},{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_CHTS.csv"",""export_sha256"":""ec9a6c24308cb050a58472350a75689bc865751b1ac784a2f02e7bd56cedae61"",""export_source_row"":13132,""source_row"":16190}]",True,False,,unresolved_upstream_competing_values
CHTS,CHTS-0874,[28203],"[""FTIR""]",[218],"[""Ambient local""]","[0.07, 1.45]","[{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_CHTS.csv"",""export_sha256"":""ec9a6c24308cb050a58472350a75689bc865751b1ac784a2f02e7bd56cedae61"",""export_source_row"":13179,""source_row"":16284},{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_CHTS.csv"",""export_sha256"":""ec9a6c24308cb050a58472350a75689bc865751b1ac784a2f02e7bd56cedae61"",""export_source_row"":13180,""source_row"":16285}]",True,False,,unresolved_upstream_competing_values
CHTS,CHTS-0875,[28203],"[""FTIR""]",[218],"[""Ambient local""]","[0.07, 1.44]","[{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_CHTS.csv"",""export_sha256"":""ec9a6c24308cb050a58472350a75689bc865751b1ac784a2f02e7bd56cedae61"",""export_source_row"":13226,""source_row"":16348},{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_CHTS.csv"",""export_sha256"":""ec9a6c24308cb050a58472350a75689bc865751b1ac784a2f02e7bd56cedae61"",""export_source_row"":13227,""source_row"":16349}]",True,False,,unresolved_upstream_competing_values
CHTS,CHTS-0876,[28203],"[""FTIR""]",[218],"[""Ambient local""]","[0.07, 1.18]","[{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_CHTS.csv"",""export_sha256"":""ec9a6c24308cb050a58472350a75689bc865751b1ac784a2f02e7bd56cedae61"",""export_source_row"":13274,""source_row"":16413},{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_CHTS.csv"",""export_sha256"":""ec9a6c24308cb050a58472350a75689bc865751b1ac784a2f02e7bd56cedae61"",""export_source_row"":13275,""source_row"":16414}]",True,False,,unresolved_upstream_competing_values
CHTS,CHTS-0877,[28203],"[""FTIR""]",[218],"[""Ambient local""]","[0.08, 1.83]","[{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_CHTS.csv"",""export_sha256"":""ec9a6c24308cb050a58472350a75689bc865751b1ac784a2f02e7bd56cedae61"",""export_source_row"":13321,""source_row"":16477},{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_CHTS.csv"",""export_sha256"":""ec9a6c24308cb050a58472350a75689bc865751b1ac784a2f02e7bd56cedae61"",""export_source_row"":13322,""source_row"":16478}]",True,False,,unresolved_upstream_competing_values
CHTS,CHTS-0878,[28203],"[""FTIR""]",[218],"[""Ambient local""]","[0.08, 2.16]","[{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_CHTS.csv"",""export_sha256"":""ec9a6c24308cb050a58472350a75689bc865751b1ac784a2f02e7bd56cedae61"",""export_source_row"":13369,""source_row"":16542},{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_CHTS.csv"",""export_sha256"":""ec9a6c24308cb050a58472350a75689bc865751b1ac784a2f02e7bd56cedae61"",""export_source_row"":13370,""source_row"":16543}]",True,False,,unresolved_upstream_competing_values
CHTS,CHTS-0879,[28203],"[""FTIR""]",[218],"[""Ambient local""]","[0.08, 3.05]","[{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_CHTS.csv"",""export_sha256"":""ec9a6c24308cb050a58472350a75689bc865751b1ac784a2f02e7bd56cedae61"",""export_source_row"":13416,""source_row"":16606},{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_CHTS.csv"",""export_sha256"":""ec9a6c24308cb050a58472350a75689bc865751b1ac784a2f02e7bd56cedae61"",""export_source_row"":13417,""source_row"":16607}]",True,False,,unresolved_upstream_competing_values
ETAD,ETAD-0017,[28203],"[""FTIR""]",[218],"[""Ambient local""]","[0.07, 2.55]","[{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_ETAD.csv"",""export_sha256"":""a9f87a16ca07030aaeaf3b0d67c1c5fe3f0d209c34a3a51b365e6a8724f33020"",""export_source_row"":36,""source_row"":17200},{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_ETAD.csv"",""export_sha256"":""a9f87a16ca07030aaeaf3b0d67c1c5fe3f0d209c34a3a51b365e6a8724f33020"",""export_source_row"":37,""source_row"":17201}]",True,False,,unresolved_upstream_competing_values
ETAD,ETAD-0018,[28203],"[""FTIR""]",[218],"[""Ambient local""]","[0.07, 2.78]","[{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_ETAD.csv"",""export_sha256"":""a9f87a16ca07030aaeaf3b0d67c1c5fe3f0d209c34a3a51b365e6a8724f33020"",""export_source_row"":76,""source_row"":17258},{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_ETAD.csv"",""export_sha256"":""a9f87a16ca07030aaeaf3b0d67c1c5fe3f0d209c34a3a51b365e6a8724f33020"",""export_source_row"":77,""source_row"":17259}]",True,False,,unresolved_upstream_competing_values
ETAD,ETAD-0019,[28203],"[""FTIR""]",[218],"[""Ambient local""]","[0.07, 3.05]","[{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_ETAD.csv"",""export_sha256"":""a9f87a16ca07030aaeaf3b0d67c1c5fe3f0d209c34a3a51b365e6a8724f33020"",""export_source_row"":117,""source_row"":17315},{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_ETAD.csv"",""export_sha256"":""a9f87a16ca07030aaeaf3b0d67c1c5fe3f0d209c34a3a51b365e6a8724f33020"",""export_source_row"":118,""source_row"":17316}]",True,False,,unresolved_upstream_competing_values
ETAD,ETAD-0020,[28203],"[""FTIR""]",[218],"[""Ambient local""]","[0.07, 3.04]","[{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_ETAD.csv"",""export_sha256"":""a9f87a16ca07030aaeaf3b0d67c1c5fe3f0d209c34a3a51b365e6a8724f33020"",""export_source_row"":158,""source_row"":17373},{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_ETAD.csv"",""export_sha256"":""a9f87a16ca07030aaeaf3b0d67c1c5fe3f0d209c34a3a51b365e6a8724f33020"",""export_source_row"":159,""source_row"":17374}]",True,False,,unresolved_upstream_competing_values
ETAD,ETAD-0021,[28203],"[""FTIR""]",[218],"[""Ambient local""]","[0.07, 4.44]","[{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_ETAD.csv"",""export_sha256"":""a9f87a16ca07030aaeaf3b0d67c1c5fe3f0d209c34a3a51b365e6a8724f33020"",""export_source_row"":199,""source_row"":17431},{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_ETAD.csv"",""export_sha256"":""a9f87a16ca07030aaeaf3b0d67c1c5fe3f0d209c34a3a51b365e6a8724f33020"",""export_source_row"":200,""source_row"":17432}]",True,False,,unresolved_upstream_competing_values
ETAD,ETAD-0022,[28203],"[""FTIR""]",[218],"[""Ambient local""]","[0.07, 4.15]","[{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_ETAD.csv"",""export_sha256"":""a9f87a16ca07030aaeaf3b0d67c1c5fe3f0d209c34a3a51b365e6a8724f33020"",""export_source_row"":240,""source_row"":17489},{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_ETAD.csv"",""export_sha256"":""a9f87a16ca07030aaeaf3b0d67c1c5fe3f0d209c34a3a51b365e6a8724f33020"",""export_source_row"":241,""source_row"":17490}]",True,False,,unresolved_upstream_competing_values
ETAD,ETAD-0024,[28203],"[""FTIR""]",[218],"[""Ambient local""]","[0.07, 2.76]","[{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_ETAD.csv"",""export_sha256"":""a9f87a16ca07030aaeaf3b0d67c1c5fe3f0d209c34a3a51b365e6a8724f33020"",""export_source_row"":281,""source_row"":17561},{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_ETAD.csv"",""export_sha256"":""a9f87a16ca07030aaeaf3b0d67c1c5fe3f0d209c34a3a51b365e6a8724f33020"",""export_source_row"":282,""source_row"":17562}]",True,False,,unresolved_upstream_competing_values
ETAD,ETAD-0037,[28203],"[""FTIR""]",[218],"[""Ambient local""]","[0.07, 0.69]","[{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_ETAD.csv"",""export_sha256"":""a9f87a16ca07030aaeaf3b0d67c1c5fe3f0d209c34a3a51b365e6a8724f33020"",""export_source_row"":471,""source_row"":17835},{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_ETAD.csv"",""export_sha256"":""a9f87a16ca07030aaeaf3b0d67c1c5fe3f0d209c34a3a51b365e6a8724f33020"",""export_source_row"":472,""source_row"":17836}]",True,False,,unresolved_upstream_competing_values
ETAD,ETAD-0041,[28203],"[""FTIR""]",[218],"[""Ambient local""]","[0.06, 3.26]","[{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_ETAD.csv"",""export_sha256"":""a9f87a16ca07030aaeaf3b0d67c1c5fe3f0d209c34a3a51b365e6a8724f33020"",""export_source_row"":837,""source_row"":18016},{""export_file"":""\/Users\/ahmadjalil\/github\/aethmodular\/research\/filter_combine\/FilterBased_ChemSpecPM25_ETAD.csv"",""export_sha256"":""a9f87a16ca07030aaeaf3b0d67c1c5fe3f0d209c34a3a51b365e6a8724f33020"",""export_source_row"":838,""source_row"":18017}]",True,False,,unresolved_upstream_competing_values
